#Strahler, level, branchlength, branchlength_e, alpha, alpha_e, W_mean, W_max, W_min, W_std, fertile, 
  1,  1,    6.828,    6.325,   90.000,  143.333,    2.000,    2.000,    2.000,    0.000,    0.000
  1,  1,    9.414,    9.055,  135.000,  114.573,    2.000,    2.000,    2.000,    0.000,    0.000
  1,  1,   11.485,   10.630,  135.000,  161.528,    2.000,    2.000,    2.000,    0.000,    0.000
  1,  1,   11.828,   11.180,   90.000,  143.130,    2.000,    2.000,    2.000,    0.000,    0.000
  1,  1,   15.899,   14.765,   90.000,  129.319,    2.000,    2.000,    2.000,    0.000,    0.000
  1,  1,   15.899,   14.765,  135.000,  114.215,    2.000,    2.000,    2.000,    0.000,    0.000
  1,  1,   17.728,   16.643,  135.000,  107.667,    2.000,    2.000,    2.000,    0.000,    0.000
  1,  1,   17.899,   15.556,   90.000,  150.642,    2.000,    2.000,    2.000,    0.000,    0.000
  1,  1,   18.828,   18.111,  135.000,  118.720,    2.000,    2.000,    2.000,    0.000,    0.000
  1,  1,   27.314,   25.298,   90.000,  110.872,    2.000,    2.000,    2.000,    0.000,    0.000
  1,  1,   32.385,   29.967,   90.000,   96.951,    2.000,    2.000,    2.000,    0.000,    0.000
  1,  1,   34.385,   31.780,   90.000,   91.431,    2.000,    2.000,    2.000,    0.000,    0.000
  1,  1,   43.556,   40.522,   90.000,  140.056,    2.000,    2.000,    2.000,    0.000,    0.000
  1,  1,   43.971,   40.804,   90.000,  130.702,    2.000,    2.000,    2.000,    0.000,    0.000
  1,  1,   48.556,   44.283,  135.000,  123.048,    2.000,    2.000,    2.000,    0.000,    0.000
  1,  1,   52.042,   46.174,   90.000,  166.435,    2.000,    2.000,    2.000,    0.000,    0.000
  1,  1,   60.799,   54.120,  135.000,   79.765,    2.000,    2.000,    2.000,    0.000,    0.000
  1,  1,   93.042,   86.977,   90.000,  158.875,    2.000,    2.000,    2.000,    0.000,    0.000
  1,  1,  104.225,   94.340,   90.000,  104.829,    2.000,    2.000,    2.000,    0.000,    0.000
  1,  1,  127.255,  115.109,  135.000,  118.687,    2.000,    2.000,    2.000,    0.000,    0.000
  2,  2,   14.414,   14.036,  135.000,  173.478,    2.000,    2.000,    2.000,    0.000,    0.000
  2,  2,   19.899,   18.385,  135.000,  144.576,    2.000,    2.000,    2.000,    0.000,    0.000
  2,  2,   22.314,   20.125,  135.000,  137.793,    2.000,    2.000,    2.000,    0.000,    0.000
  2,  2,   56.355,   46.615,  135.000,  172.354,    2.000,    2.000,    2.000,    0.000,    0.000
  2,  2,   96.598,   89.493,  135.000,  140.704,    2.000,    2.000,    2.000,    0.000,    0.000
  2,  3,   27.899,   25.962,  135.000,  176.884,    2.000,    2.000,    2.000,    0.000,    0.000
  2,  3,   34.627,   31.906,  135.000,  146.389,    2.000,    2.000,    2.000,    0.000,    0.000
  2,  3,   48.657,   47.043,   90.000,  140.507,    2.000,    2.000,    2.000,    0.000,    0.000
  2,  3,   57.799,   53.852,  135.000,  120.593,    2.000,    2.000,    2.000,    0.000,    0.000
  2,  4,   60.456,   55.973,  135.000,  161.241,    2.000,    2.000,    2.000,    0.000,    0.000
  2,  4,   81.841,   75.644,   90.000,  114.193,    2.000,    2.000,    2.000,    0.000,    0.000
  3,  5,    5.000,    5.000,  135.000,  174.144,    2.000,    2.000,    2.000,    0.000,    0.000
  3,  6,   41.657,   39.205,   90.000,  158.620,    2.000,    2.000,    2.000,    0.000,    0.000
  3,  7,   60.213,   56.045,   90.000,  132.005,    2.000,    2.000,    2.000,    0.000,    0.000
  3,  8,   28.971,   26.077,  135.000,  164.705,    2.000,    2.000,    2.000,    0.000,    0.000
  3,  9,   62.042,   57.567,  135.000,  144.232,    2.000,    2.000,    2.000,    0.000,    0.000
  3, 10,   64.912,   61.400,   90.000,  169.620,    2.000,    2.000,    2.000,    0.000,    0.000
  3, 11,   74.083,   66.528,  135.000,  145.092,    2.000,    2.000,    2.000,    0.000,    0.000
  3, 12,   19.657,   18.439,  180.000,  180.000,    2.000,    2.000,    2.000,    0.000,    0.000
